    1   -0.4403539376E+01
    2   -0.2267409988E+04
    3    0.2008093453E+06
    4   -0.1680334832E+07
    5   -0.6684547974E+06
    6    0.3154844563E+07
    7    0.2862059475E+08
    8   -0.1518988093E+09
    9    0.1655476384E+04
   10    0.3304445122E+05
   11   -0.1421694287E+07
   12    0.3325462668E+09
   13   -0.1845955025E+04
   14    0.2277053190E+08
   15   -0.1196836871E+10
   16   -0.1824181476E+08
   17    0.1404029649E+10
   18   -0.2362566695E+09
   19    0.9933148226E+06
   20    0.4289738257E+08
   21   -0.9310064943E+09
   22   -0.2277544378E+09
   23    0.4002240429E+10
   24   -0.2379981027E+10
   25   -0.3851474113E+07
   26    0.6854707842E+09
   27   -0.2165543803E+09
   28   -0.3714549236E+07
   29    0.1806054751E+09
   30    0.1347436085E+10
   31   -0.6121499212E+10
   32    0.2090840915E+08
   33   -0.3752912260E+10
   34    0.4315285430E+10
   35   -0.2165871304E+08
   36    0.2125590983E+09
   37   -0.3638758495E+07
   38   -0.9019118782E+08
   39    0.5424647013E+09
   40    0.4373741190E+09
   41   -0.5969752192E+10
   42    0.3563487304E+10
   43    0.1864977032E+08
   44   -0.3348802451E+09
   45    0.9249341443E+08
   46   -0.2558345468E+09
   47    0.5037870788E+07
   48   -0.1690506761E+09
   49   -0.8150902211E+08
   50    0.2307227387E+10
   51   -0.1031681981E+09
   52    0.2718000074E+10
   53   -0.7054481881E+10
   54    0.1385081258E+10
   55    0.6839122025E+08
   56    0.3896329498E+10
   57    0.3068955301E+09
   58   -0.2154549415E+10
   59    0.1220134096E+09
   60    0.3835291959E+09
   61   -0.1557992678E+10
   62   -0.1235048517E+10
   63    0.1070804144E+11
